"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"1558",3769,48,1993-12-05,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1993
"1559",3770,48,1993-12-05,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1993
"1560",3771,48,1993-12-05,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1993
"1561",3772,48,1993-12-05,"Arms control and disarmament",1,3,3,3,3,"negative",NA,1993
"1562",3773,48,1993-12-05,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1993
"1563",3774,48,1993-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1993
"1564",3775,48,1993-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1993
"1565",3777,48,1993-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1993
"1566",3778,48,1993-12-05,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1993
"1567",3778,48,1993-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1993
"1568",3778,48,1993-12-05,"Palestinian conflict",1,3,2,3,3,"negative",NA,1993
"1569",3779,48,1993-12-05,"Arms control and disarmament",2,1,2,1,2,"postive",NA,1993
"1570",3779,48,1993-12-05,"Human rights",2,1,2,1,2,"postive",NA,1993
"1571",3785,48,1993-12-02,"Human rights",1,2,2,2,3,"veto","United States",1993
"1572",3786,48,1993-12-02,"Human rights",1,3,2,3,3,"negative",NA,1993
"1573",3787,48,1993-12-02,"Colonialism",1,3,3,3,3,"negative",NA,1993
"1574",3787,48,1993-12-02,"Human rights",1,3,3,3,3,"negative",NA,1993
"1575",3788,48,1993-12-02,"Human rights",1,2,2,2,3,"veto","United States",1993
"1576",3789,48,1993-12-02,"Human rights",1,3,2,3,3,"negative",NA,1993
"1577",3792,48,1993-12-02,"Human rights",3,1,1,1,1,"veto","China",1993
"1578",3793,48,1993-12-02,"Human rights",2,1,1,1,1,"postive",NA,1993
"1579",3794,48,1993-12-02,"Human rights",3,1,1,1,1,"veto","China",1993
"1580",3795,48,1993-12-02,"Human rights",3,1,1,1,1,"veto","China",1993
"1581",3796,48,1993-12-02,"Human rights",1,2,2,2,3,"negative",NA,1993
"1582",3796,48,1993-12-02,"Palestinian conflict",1,2,2,2,3,"negative",NA,1993
"1583",3797,48,1993-12-02,"Human rights",1,2,2,2,3,"negative",NA,1993
"1584",3797,48,1993-12-02,"Palestinian conflict",1,2,2,2,3,"negative",NA,1993
"1585",3798,48,1993-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1993
"1586",3799,48,1993-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",1993
"1587",3800,48,1993-12-03,"Economic development",1,3,2,3,3,"negative",NA,1993
"1588",3801,48,1993-12-03,"Economic development",1,1,1,1,3,"veto","United States",1993
"1589",3802,48,1993-12-03,"Economic development",1,1,2,1,3,"negative",NA,1993
"1590",3802,48,1993-12-03,"Palestinian conflict",1,1,2,1,3,"negative",NA,1993
"1591",3875,50,1995-11-04,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1995
"1592",3876,50,1995-11-05,"Economic development",1,1,1,2,3,"veto","United States",1995
"1593",3879,50,1995-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1995
"1594",3880,50,1995-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1995
"1595",3881,50,1995-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",1995
"1596",3882,50,1996-04-05,"Palestinian conflict",1,2,1,2,3,"veto","United States",1996
"1597",3884,50,1995-12-04,"Palestinian conflict",1,1,1,1,2,"postive",NA,1995
"1598",3885,50,1995-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1995
"1599",3886,50,1995-12-04,"Palestinian conflict",1,1,1,1,1,"postive",NA,1995
"1600",3887,50,1995-12-04,"Palestinian conflict",1,1,2,1,3,"veto","United States",1995
"1601",3888,50,1995-12-04,"Palestinian conflict",1,1,2,2,3,"veto","United States",1995
"1602",3889,50,1995-12-04,"Palestinian conflict",1,1,2,1,3,"veto","United States",1995
"1603",3890,50,1995-12-04,"Colonialism",1,2,2,2,3,"negative",NA,1995
"1604",3890,50,1995-12-04,"Palestinian conflict",1,2,2,2,3,"negative",NA,1995
"1605",3891,50,1995-12-04,"Human rights",1,1,2,1,3,"negative",NA,1995
"1606",3891,50,1995-12-04,"Palestinian conflict",1,1,2,1,3,"negative",NA,1995
"1607",3892,50,1995-12-04,"Colonialism",1,1,2,1,3,"negative",NA,1995
"1608",3892,50,1995-12-04,"Palestinian conflict",1,1,2,1,3,"negative",NA,1995
"1609",3893,50,1995-12-04,"Palestinian conflict",1,1,2,1,2,"postive",NA,1995
"1610",3894,50,1995-12-04,"Colonialism",1,2,1,2,2,"postive",NA,1995
"1611",3895,50,1995-12-04,"Colonialism",1,3,3,3,3,"negative",NA,1995
"1612",3895,50,1995-12-04,"Economic development",1,3,3,3,3,"negative",NA,1995
"1613",3896,50,1995-12-04,"Colonialism",1,2,2,2,2,"postive",NA,1995
"1614",3897,50,1995-12-04,"Colonialism",1,2,1,3,3,"negative",NA,1995
"1615",3903,50,1995-12-04,"Colonialism",1,2,1,3,3,"negative",NA,1995
"1616",3906,50,1995-12-04,"Colonialism",1,2,1,3,3,"negative",NA,1995
"1617",3910,50,1995-12-04,"Colonialism",1,2,3,3,3,"negative",NA,1995
"1618",3911,50,1995-12-04,"Colonialism",1,2,2,3,3,"negative",NA,1995
"1619",3922,50,1995-12-03,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1995
"1620",3923,50,1995-12-03,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1995
"1621",3924,50,1995-12-03,"Nuclear weapons and nuclear material",2,2,3,3,3,"negative",NA,1995
"1622",3925,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1623",3925,50,1995-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1995
"1624",3926,50,1995-12-03,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,1995
"1625",3927,50,1995-12-03,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1995
"1626",3928,50,1995-12-03,"Arms control and disarmament",3,3,2,3,2,"negative",NA,1995
"1627",3928,50,1995-12-03,"Nuclear weapons and nuclear material",3,3,2,3,2,"negative",NA,1995
"1628",3929,50,1995-12-03,"Arms control and disarmament",2,1,2,1,1,"postive",NA,1995
"1629",3930,50,1995-12-03,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1995
"1630",3930,50,1995-12-03,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1995
"1631",3931,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1632",3932,50,1995-12-03,"Arms control and disarmament",1,2,2,2,3,"veto","United States",1995
"1633",3933,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1634",3933,50,1995-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1995
"1635",3934,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1636",3935,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1637",3936,50,1995-12-03,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1995
"1638",3937,50,1995-12-03,"Arms control and disarmament",1,3,3,3,3,"negative",NA,1995
"1639",3937,50,1995-12-03,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,1995
"1640",3938,50,1995-12-03,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1995
"1641",3938,50,1995-12-03,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1995
"1642",3939,50,1995-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1995
"1643",3939,50,1995-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1995
"1644",3940,50,1995-12-03,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1995
"1645",3941,50,1995-12-03,"Arms control and disarmament",1,2,2,2,3,"negative",NA,1995
"1646",3941,50,1995-12-03,"Nuclear weapons and nuclear material",1,2,2,2,3,"negative",NA,1995
"1647",3941,50,1995-12-03,"Palestinian conflict",1,2,2,2,3,"negative",NA,1995
"1648",3943,50,1995-12-06,"Human rights",1,2,2,2,3,"negative",NA,1995
"1649",3943,50,1995-12-06,"Palestinian conflict",1,2,2,2,3,"negative",NA,1995
"1650",3944,50,1995-12-06,"Human rights",1,2,2,2,3,"negative",NA,1995
"1651",3944,50,1995-12-06,"Palestinian conflict",1,2,2,2,3,"negative",NA,1995
"1652",3945,50,1995-12-06,"Palestinian conflict",1,1,2,1,3,"veto","United States",1995
"1653",3946,50,1995-12-06,"Palestinian conflict",1,1,2,1,3,"veto","United States",1995
"1654",3948,50,1995-12-04,"Economic development",1,3,2,3,3,"negative",NA,1995
"1655",3949,50,1995-12-04,"Economic development",1,1,2,1,3,"negative",NA,1995
"1656",3949,50,1995-12-04,"Palestinian conflict",1,1,2,1,3,"negative",NA,1995
"1657",3950,50,1995-12-05,"Human rights",1,2,2,3,3,"negative",NA,1995
"1658",3951,50,1995-12-05,"Colonialism",1,1,2,1,3,"negative",NA,1995
"1659",3951,50,1995-12-05,"Palestinian conflict",1,1,2,1,3,"negative",NA,1995
"1660",3953,50,1995-12-06,"Human rights",1,2,2,2,3,"veto","United States",1995
"1661",3955,50,1995-12-06,"Human rights",3,1,1,1,1,"veto","China",1995
"1662",3956,50,1995-12-06,"Human rights",2,1,3,1,1,"veto","Russia",1995
"1663",3957,50,1995-12-06,"Human rights",2,1,1,1,1,"postive",NA,1995
"1664",3958,50,1995-12-06,"Human rights",2,1,3,1,1,"veto","Russia",1995
"1665",3959,50,1995-12-06,"Human rights",3,1,1,1,1,"veto","China",1995
"1666",3960,50,1995-12-06,"Human rights",3,1,1,1,1,"veto","China",1995
"1667",3961,50,1995-12-06,"Human rights",3,1,1,1,1,"veto","China",1995
"1668",3962,50,1996-09-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1996
"1669",4039,52,1997-11-04,"Economic development",1,1,1,1,3,"veto","United States",1997
"1670",4040,52,1997-11-04,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1997
"1671",4045,52,1997-12-03,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1997
"1672",4046,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1673",4046,52,1997-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1997
"1674",4047,52,1997-12-03,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,1997
"1675",4048,52,1997-12-03,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1997
"1676",4049,52,1997-12-03,"Arms control and disarmament",2,1,2,1,2,"postive",NA,1997
"1677",4050,52,1997-12-03,"Arms control and disarmament",2,3,3,3,3,"negative",NA,1997
"1678",4051,52,1997-12-03,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1997
"1679",4052,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1680",4053,52,1997-12-03,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1997
"1681",4054,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1682",4054,52,1997-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1997
"1683",4055,52,1997-12-03,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1997
"1684",4055,52,1997-12-03,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1997
"1685",4056,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1686",4056,52,1997-12-03,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1997
"1687",4057,52,1997-12-03,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1997
"1688",4057,52,1997-12-03,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1997
"1689",4058,52,1997-12-03,"Arms control and disarmament",1,3,3,3,3,"negative",NA,1997
"1690",4058,52,1997-12-03,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,1997
"1691",4059,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1692",4060,52,1997-12-03,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1997
"1693",4061,52,1997-12-03,"Arms control and disarmament",1,3,2,3,1,"negative",NA,1997
"1694",4061,52,1997-12-03,"Nuclear weapons and nuclear material",1,3,2,3,1,"negative",NA,1997
"1695",4062,52,1997-12-03,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1997
"1696",4063,52,1997-12-03,"Arms control and disarmament",1,1,1,1,3,"negative",NA,1997
"1697",4063,52,1997-12-03,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,1997
"1698",4063,52,1997-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,1997
"1699",4065,52,1997-12-03,"Human rights",1,2,2,2,3,"negative",NA,1997
"1700",4065,52,1997-12-03,"Palestinian conflict",1,2,2,2,3,"negative",NA,1997
"1701",4066,52,1997-12-03,"Human rights",1,2,2,2,3,"negative",NA,1997
"1702",4066,52,1997-12-03,"Palestinian conflict",1,2,2,2,3,"negative",NA,1997
"1703",4067,52,1997-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1704",4068,52,1997-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1705",4069,52,1997-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,1997
"1706",4070,52,1997-12-03,"Palestinian conflict",1,2,1,2,3,"veto","United States",1997
"1707",4071,52,1997-12-04,"Palestinian conflict",1,1,1,1,2,"postive",NA,1997
"1708",4072,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1709",4073,52,1997-12-04,"Palestinian conflict",1,1,1,1,1,"postive",NA,1997
"1710",4074,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1711",4075,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1712",4076,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1713",4077,52,1997-12-04,"Colonialism",1,2,2,2,3,"negative",NA,1997
"1714",4077,52,1997-12-04,"Palestinian conflict",1,2,2,2,3,"negative",NA,1997
"1715",4078,52,1997-12-04,"Human rights",1,1,1,1,3,"negative",NA,1997
"1716",4078,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"negative",NA,1997
"1717",4079,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1718",4080,52,1997-12-04,"Colonialism",1,1,1,1,3,"negative",NA,1997
"1719",4080,52,1997-12-04,"Human rights",1,1,1,1,3,"negative",NA,1997
"1720",4080,52,1997-12-04,"Palestinian conflict",1,1,1,1,3,"negative",NA,1997
"1721",4081,52,1997-12-04,"Palestinian conflict",1,1,1,1,2,"postive",NA,1997
"1722",4082,52,1997-12-04,"Colonialism",1,2,1,2,2,"postive",NA,1997
"1723",4083,52,1997-12-04,"Colonialism",1,2,1,2,3,"negative",NA,1997
"1724",4083,52,1997-12-04,"Economic development",1,2,1,2,3,"negative",NA,1997
"1725",4084,52,1997-12-04,"Colonialism",1,2,2,2,2,"postive",NA,1997
"1726",4085,52,1997-12-04,"Colonialism",1,2,2,3,3,"negative",NA,1997
"1727",4086,52,1997-12-04,"Colonialism",1,2,2,3,3,"negative",NA,1997
"1728",4087,52,1997-12-06,"Human rights",1,2,1,3,3,"negative",NA,1997
"1729",4088,52,1997-12-06,"Colonialism",1,1,1,1,3,"negative",NA,1997
"1730",4088,52,1997-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1997
"1731",4090,52,1997-12-06,"Human rights",1,3,1,3,3,"negative",NA,1997
"1732",4091,52,1997-12-06,"Human rights",1,2,2,2,3,"veto","United States",1997
"1733",4093,52,1997-12-06,"Human rights",1,2,1,2,3,"veto","United States",1997
"1734",4094,52,1997-12-06,"Human rights",1,2,1,2,2,"postive",NA,1997
"1735",4095,52,1997-12-06,"Economic development",1,2,1,3,3,"negative",NA,1997
"1736",4095,52,1997-12-06,"Human rights",1,2,1,3,3,"negative",NA,1997
"1737",4096,52,1997-12-06,"Human rights",2,1,3,1,1,"veto","Russia",1997
"1738",4097,52,1997-12-06,"Human rights",3,1,1,1,1,"veto","China",1997
"1739",4098,52,1997-12-06,"Human rights",2,1,1,1,1,"postive",NA,1997
"1740",4099,52,1997-12-06,"Human rights",3,1,2,1,1,"veto","China",1997
"1741",4100,52,1997-12-06,"Human rights",3,1,1,1,1,"veto","China",1997
"1742",4101,52,1997-12-06,"Human rights",3,1,3,1,1,"negative",NA,1997
"1743",4102,52,1997-12-06,"Human rights",2,1,1,1,1,"postive",NA,1997
"1744",4104,52,1997-12-05,"Economic development",1,2,2,2,3,"veto","United States",1997
"1745",4105,52,1997-12-05,"Palestinian conflict",1,1,1,1,3,"veto","United States",1997
"1746",4106,52,1998-06-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1998
"1747",4107,52,1998-07-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",1998
"1748",4169,54,1999-11-03,"Economic development",1,1,1,1,3,"veto","United States",1999
"1749",4170,54,1999-11-02,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1999
"1750",4172,54,1999-12-04,"Palestinian conflict",1,1,1,1,2,"postive",NA,1999
"1751",4173,54,1999-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1999
"1752",4174,54,1999-12-04,"Human rights",1,2,2,2,3,"negative",NA,1999
"1753",4174,54,1999-12-04,"Palestinian conflict",1,2,2,2,3,"negative",NA,1999
"1754",4175,54,1999-12-04,"Human rights",1,2,2,2,3,"negative",NA,1999
"1755",4175,54,1999-12-04,"Palestinian conflict",1,2,2,2,3,"negative",NA,1999
"1756",4176,54,1999-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1757",4177,54,1999-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1758",4179,54,1999-12-04,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1999
"1759",4180,54,1999-12-04,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,1999
"1760",4181,54,1999-12-04,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1999
"1761",4182,54,1999-12-04,"Arms control and disarmament",1,1,1,2,3,"veto","United States",1999
"1762",4183,54,1999-12-04,"Arms control and disarmament",2,1,2,1,2,"postive",NA,1999
"1763",4184,54,1999-12-04,"Arms control and disarmament",2,2,2,1,1,"postive",NA,1999
"1764",4184,54,1999-12-04,"Nuclear weapons and nuclear material",2,2,2,1,1,"postive",NA,1999
"1765",4185,54,1999-12-04,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1999
"1766",4186,54,1999-12-04,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,1999
"1767",4187,54,1999-12-04,"Arms control and disarmament",2,3,3,3,3,"negative",NA,1999
"1768",4188,54,1999-12-04,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,1999
"1769",4189,54,1999-12-04,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1999
"1770",4189,54,1999-12-04,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1999
"1771",4190,54,1999-12-04,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1999
"1772",4191,54,1999-12-04,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1999
"1773",4192,54,1999-12-04,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1999
"1774",4192,54,1999-12-04,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1999
"1775",4193,54,1999-12-04,"Arms control and disarmament",1,3,3,3,3,"negative",NA,1999
"1776",4193,54,1999-12-04,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,1999
"1777",4194,54,1999-12-04,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1999
"1778",4195,54,1999-12-04,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1999
"1779",4196,54,1999-12-04,"Arms control and disarmament",2,3,2,3,3,"negative",NA,1999
"1780",4196,54,1999-12-04,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,1999
"1781",4197,54,1999-12-04,"Arms control and disarmament",1,1,1,1,3,"negative",NA,1999
"1782",4197,54,1999-12-04,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,1999
"1783",4197,54,1999-12-04,"Palestinian conflict",1,1,1,1,3,"negative",NA,1999
"1784",4199,54,1999-12-04,"Economic development",2,1,1,1,1,"postive",NA,1999
"1785",4200,54,1999-12-04,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1999
"1786",4201,54,1999-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1999
"1787",4202,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1788",4203,54,1999-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1999
"1789",4204,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1790",4205,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1791",4206,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1999
"1792",4207,54,1999-12-02,"Colonialism",1,2,2,2,3,"negative",NA,1999
"1793",4207,54,1999-12-02,"Palestinian conflict",1,2,2,2,3,"negative",NA,1999
"1794",4208,54,1999-12-02,"Colonialism",1,1,1,1,3,"negative",NA,1999
"1795",4208,54,1999-12-02,"Human rights",1,1,1,1,3,"negative",NA,1999
"1796",4208,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,1999
"1797",4209,54,1999-12-02,"Colonialism",1,1,1,1,3,"negative",NA,1999
"1798",4209,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,1999
"1799",4210,54,1999-12-02,"Colonialism",1,1,1,1,3,"negative",NA,1999
"1800",4210,54,1999-12-02,"Human rights",1,1,1,1,3,"negative",NA,1999
"1801",4210,54,1999-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,1999
"1802",4211,54,1999-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1999
"1803",4212,54,1999-12-02,"Colonialism",1,2,1,2,2,"postive",NA,1999
"1804",4213,54,1999-12-02,"Colonialism",1,2,1,2,3,"negative",NA,1999
"1805",4213,54,1999-12-02,"Economic development",1,2,1,2,3,"negative",NA,1999
"1806",4214,54,1999-12-02,"Colonialism",1,2,2,2,2,"postive",NA,1999
"1807",4215,54,1999-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1999
"1808",4216,54,1999-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1999
